date,ttt_group,clicks_A,clicks_B,clicks_C,cost_A,cost_B,cost_C,bookings_A,bookings_B,bookings_C,booking_rev_A,booking_rev_B,booking_rev_C,year,month,day,total_clicks,total_bookings,total_cost,total_revenue
2019-05-03,long,8219,9740,433648,4035,4884,349497,200,190,10560,30032,29451,1673467,2019,5,3,451607,10950,358416,1732950
2019-05-10,short,399344,307936,89413,385426,287702,71573,19264,11884,4313,3026180,1867240,663486,2019,5,10,796693,35461,744701,5556906
2019-05-10,medium,226633,21822,214025,182758,13134,171361,9048,697,8545,1418850,104631,1429667,2019,5,10,462480,18290,367253,2953148
2019-05-10,long,8908,9723,425305,4429,4887,342824,221,193,10540,37132,29287,1602716,2019,5,10,443936,10954,352140,1669135
2019-05-17,short,448111,258331,105974,433328,233188,85577,21606,9965,5110,3267303,1518045,790345,2019,5,17,812416,36681,752093,5575693
2019-05-17,medium,243332,23867,247763,195274,14328,199279,9730,764,9907,1528331,115779,1494335,2019,5,17,514962,20401,408881,3138445
2019-05-17,long,10305,9968,409706,5212,5021,328361,260,201,10324,43962,31136,1557435,2019,5,17,429979,10785,338594,1632533
2019-05-24,short,462158,284971,107916,446980,259448,87020,22266,10984,5199,3488056,1742605,826069,2019,5,24,855045,38449,793448,6056730
2019-05-24,medium,270325,27383,272613,216891,16502,218957,10834,878,10926,1711266,135174,1653288,2019,5,24,570321,22638,452350,3499728
2019-05-24,long,11662,9217,389608,6023,4622,311972,298,189,9970,46076,30326,1534477,2019,5,24,410487,10457,322617,1610879
2019-05-31,short,524957,306539,117493,506495,276524,94016,25283,11811,5659,3859359,1787739,858234,2019,5,31,948989,42753,877035,6505332
2019-05-31,medium,304696,30379,287688,246176,18399,230771,12244,977,11560,1880249,147058,1781935,2019,5,31,622763,24781,495346,3809242
2019-05-31,long,11239,8446,366737,5845,4238,294865,292,175,9522,44724,26636,1459616,2019,5,31,386422,9989,304948,1530976
2019-06-07,short,580413,351493,149813,561091,319143,122271,27954,13543,7215,4441239,2175077,1112965,2019,6,7,1081719,48712,1002505,7729281
2019-06-07,medium,326653,33908,307779,264420,20679,247295,13161,1093,12401,2012029,172967,2029212,2019,6,7,668340,26655,532394,4214208
2019-06-07,long,11124,8682,339023,5867,4439,274067,293,183,8923,47158,29378,1378455,2019,6,7,358829,9399,284373,1454991
2019-06-14,short,675574,395421,159844,651049,356389,128644,32546,15240,7701,4893073,2357224,1172692,2019,6,14,1230839,55487,1136082,8422989
2019-06-14,medium,349521,33164,322962,283357,20030,259252,14120,1072,13047,2165915,163003,2125157,2019,6,14,705647,28239,562639,4454075
2019-06-14,long,12036,7951,308527,6421,4028,246909,321,169,8217,48289,25983,1287563,2019,6,14,328514,8707,257358,1361835
2019-06-21,short,771895,434315,169570,748748,392069,136098,37198,16744,8172,5757886,2544670,1260952,2019,6,21,1375780,62114,1276915,9563508
2019-06-21,medium,374584,32264,327815,305948,19396,263322,15173,1046,13279,2303111,166315,2092673,2019,6,21,734663,29498,588666,4562099
2019-06-21,long,11056,6434,279124,5953,3237,224996,297,138,7497,48210,22927,1151653,2019,6,21,296614,7932,234186,1222790
2019-06-28,short,837586,480395,187214,808224,432436,149797,40369,18523,9023,6122738,2937582,1388058,2019,6,28,1505195,67915,1390457,10448378
2019-06-28,medium,394199,33767,324788,323866,20405,260457,16009,1097,13190,2614538,172385,2033887,2019,6,28,752754,30296,604728,4820810
2019-06-28,long,9175,5457,249939,4943,2755,203534,247,118,6729,37079,18794,1033708,2019,6,28,264571,7094,211232,1089581
2019-07-05,short,894504,532889,200188,863169,481984,160208,43120,20551,9650,7034289,3220421,1554103,2019,7,5,1627581,73321,1505361,11808813
2019-07-05,medium,382861,34509,340403,312347,20840,273658,15586,1124,13858,2420218,174576,2244396,2019,7,5,757773,30568,606845,4839190
2019-07-05,long,8799,5697,219749,4718,2893,176187,235,122,5870,37860,19396,912677,2019,7,5,234245,6227,183798,969933
2019-07-12,short,939066,566736,231726,907541,514205,188010,45282,21862,11174,7251761,3290792,1679309,2019,7,12,1737528,78318,1609756,12221862
2019-07-12,medium,373931,32200,342650,305895,19387,277261,15264,1052,13987,2327374,164500,2202088,2019,7,12,748781,30303,602543,4693962
2019-07-12,long,6676,4826,196807,3516,2441,158222,175,101,5147,26727,15269,844093,2019,7,12,208309,5423,164179,886089
2019-07-19,short,1001289,587739,228142,969060,532174,183528,48298,22680,11005,7906743,3745162,1686846,2019,7,19,1817170,81983,1684762,13338751
2019-07-19,medium,356452,29648,340826,292849,17850,278446,14601,972,13961,2288025,151177,2192165,2019,7,19,726926,29534,589145,4631367
2019-07-19,long,4457,5471,179095,2251,2835,143533,113,110,4522,17559,17896,691296,2019,7,19,189023,4745,148619,726751
2019-07-26,short,998365,605832,252687,964543,549879,205602,48168,23383,12191,7564968,3591228,1856238,2019,7,26,1856884,83742,1720024,13012434
2019-07-26,medium,363182,28478,301276,299730,17097,242899,14935,937,12389,2449843,141075,1951663,2019,7,26,692936,28261,559726,4542581
2019-07-26,long,2898,4160,170241,1403,2107,137156,70,80,4098,11102,13165,639589,2019,7,26,177299,4248,140666,663856
2019-08-02,short,983414,653020,230244,949828,599251,185472,47454,25209,11110,7297117,3876857,1788126,2019,8,2,1866678,83773,1734551,12962100
2019-08-02,medium,350436,26605,271449,290895,16001,218248,14463,878,11203,2324121,133402,1864562,2019,8,2,648490,26544,525144,4322085
2019-08-02,long,1671,3144,165643,776,1581,136694,38,58,3804,5706,9249,582164,2019,8,2,170458,3900,139051,597119
2019-08-09,short,999886,609130,244116,965823,553034,197696,48259,23519,11782,7469796,3536103,1938787,2019,8,9,1853132,83560,1716553,12944686
2019-08-09,medium,313666,25407,255333,260742,15426,206862,12987,842,10572,1996583,133815,1624253,2019,8,9,594406,24401,483030,3754651
2019-08-09,long,1872,3382,149414,872,1696,120309,43,63,3463,6469,9872,524699,2019,8,9,154668,3569,122877,541040
2019-08-16,short,982910,613924,216900,951301,560233,173793,47450,23710,10471,7340355,3692588,1662504,2019,8,16,1813734,81631,1685327,12695447
2019-08-16,medium,291134,22298,218777,241821,13433,175344,12084,740,9080,1893679,116464,1387187,2019,8,16,532209,21904,430598,3397330
2019-08-16,long,1927,2969,137587,913,1485,111185,45,56,3240,7563,8785,504463,2019,8,16,142483,3341,113583,520811
2019-08-23,short,941329,568518,234542,909201,515571,190414,45459,21964,11327,7142625,3342297,1715853,2019,8,23,1744389,78750,1615186,12200775
2019-08-23,medium,248541,20333,196589,206950,12381,158964,10329,676,8170,1592666,103872,1253364,2019,8,23,465463,19175,378295,2949902
2019-08-23,long,2077,2998,127764,1000,1512,102985,50,58,3069,7579,8818,481540,2019,8,23,132839,3177,105497,497937
2019-08-30,short,911175,537902,186951,889013,491357,149641,44028,20793,9034,6940306,3291462,1362398,2019,8,30,1636028,73855,1530011,11594166
2019-08-30,medium,219317,17080,164568,182639,10338,132214,9123,568,6846,1463570,85450,1088702,2019,8,30,400965,16537,325191,2637722
2019-08-30,long,2656,3036,120862,1321,1536,96891,65,60,2968,10476,9116,504743,2019,8,30,126554,3093,99748,524335
2019-09-06,short,806508,485778,183068,784161,443316,147880,38989,18787,8850,6259502,3047919,1431872,2019,9,6,1475354,66626,1375357,10739293
2019-09-06,medium,186413,15857,141297,155283,9707,113694,7762,528,5884,1251403,82643,912539,2019,9,6,343567,14174,278684,2246585
2019-09-06,long,2474,2593,119483,1240,1307,97247,62,52,2994,9619,8275,451714,2019,9,6,124550,3108,99794,469608
2019-09-13,short,721857,408128,157284,699453,368254,125971,34900,15786,7604,5296972,2571586,1167194,2019,9,13,1287269,58290,1193678,9035752
2019-09-13,medium,162807,11690,119243,135947,7023,95769,6784,390,4969,1119316,59415,814154,2019,9,13,293740,12143,238739,1992885
2019-09-13,long,2816,2784,120021,1433,1414,97603,72,57,3052,11142,8594,487360,2019,9,13,125621,3181,100450,507096
2019-09-20,short,621843,352250,136651,602346,317806,109527,30062,13623,6606,4880911,2060534,1038500,2019,9,20,1110744,50291,1029679,7979945
2019-09-20,medium,136639,9982,103242,114286,6020,83379,5685,332,4295,874185,50937,651741,2019,9,20,249863,10312,203685,1576863
2019-09-20,long,3437,3027,123205,1760,1526,98716,88,62,3146,13758,9533,492252,2019,9,20,129669,3296,102002,515543
2019-09-27,short,510649,325203,127696,493900,297286,103861,24695,12581,6175,3790790,1908563,991617,2019,9,27,963548,43451,895047,6690970
2019-09-27,medium,117442,9443,89520,97237,5705,71646,4860,313,3705,743655,48614,556112,2019,9,27,216405,8878,174588,1348381
2019-09-27,long,3123,3169,129127,1585,1611,104374,79,64,3268,12397,9770,495157,2019,9,27,135419,3411,107570,517324
2019-10-04,short,462011,254296,104359,449557,229646,84314,22341,9837,5046,3352500,1545432,862337,2019,10,4,820666,37224,763517,5760269
2019-10-04,medium,99833,8733,84839,81883,5282,68184,4084,286,3471,644265,43398,524763,2019,10,4,193405,7841,155349,1212426
2019-10-04,long,2884,3133,134078,1431,1571,107517,71,62,3317,11076,9947,518239,2019,10,4,140095,3450,110519,539262
2019-10-11,short,388000,222154,86897,375621,200586,69774,18764,8595,4203,2955926,1311439,699438,2019,10,11,697051,31562,645981,4966803
2019-10-11,medium,85873,8937,88539,69358,5440,71785,3459,288,3567,526943,44706,565711,2019,10,11,183349,7314,146583,1137360
2019-10-11,long,2096,3124,136719,1006,1577,110657,50,60,3260,7832,9263,494654,2019,10,11,141939,3370,113240,511749
2019-10-18,short,316715,207534,65939,309344,192272,52933,15321,8031,3190,2519032,1385053,479042,2019,10,18,590188,26542,554549,4383127
2019-10-18,medium,89389,9281,90411,71419,5587,72338,3550,295,3591,575625,44476,575793,2019,10,18,189081,7436,149344,1195894
2019-10-18,long,1397,2930,134366,637,1466,108432,32,53,3038,4925,8032,461311,2019,10,18,138693,3123,110535,474268
2019-10-25,short,270965,161147,59428,262431,146255,47613,13106,6235,2874,1971390,1044881,431210,2019,10,25,491540,22215,456299,3447481
2019-10-25,medium,94339,10925,107363,74667,6604,86360,3714,344,4226,576499,53047,664422,2019,10,25,212627,8284,167631,1293968
2019-10-25,long,699,2804,124692,294,1403,100280,15,47,2611,2256,7333,392029,2019,10,25,128195,2673,101977,401618
2019-11-01,short,219237,145992,48235,212147,134270,38627,10596,5645,2331,1693528,943510,369906,2019,11,1,413464,18572,385044,3006944
2019-11-01,medium,110322,12250,121119,87886,7414,97620,4362,388,4789,723756,59269,723992,2019,11,1,243691,9539,192920,1507017
2019-11-01,long,338,2651,116239,132,1335,93920,7,41,2257,1061,6152,348719,2019,11,1,119228,2305,95387,355932
2019-11-08,short,200297,123020,45004,193614,111886,36096,9665,4749,2172,1472423,730589,328472,2019,11,8,368321,16586,341596,2531484
2019-11-08,medium,127358,10602,115527,104554,6379,93693,5169,344,4689,816375,52754,727397,2019,11,8,253487,10202,204626,1596526
2019-11-08,long,469,2845,133371,188,1428,108268,9,45,2639,1378,7159,428765,2019,11,8,136685,2693,109884,437302
2019-11-15,short,206827,116194,45412,200343,104724,36394,9960,4476,2187,1517564,697281,337427,2019,11,15,368433,16623,341461,2552272
2019-11-15,medium,147660,10434,102634,123984,6291,82347,6144,347,4270,959641,52282,641636,2019,11,15,260728,10761,212622,1653559
2019-11-15,long,581,3174,152752,237,1598,124784,12,52,3104,1916,7839,474844,2019,11,15,156507,3168,126619,484599
2019-11-22,short,234847,137261,51724,228142,124684,41589,11294,5281,2487,1747050,844263,386382,2019,11,22,423832,19062,394415,2977695
2019-11-22,medium,154949,9548,94201,132042,5743,75433,6584,325,4003,1030815,50689,638502,2019,11,22,258698,10912,213218,1720006
2019-11-22,long,971,4287,171983,407,2164,137752,20,72,3602,3022,11060,549939,2019,11,22,177241,3694,140323,564021
2019-11-29,short,287926,174519,73102,277470,157979,59353,13844,6713,3515,2224577,1054862,554280,2019,11,29,535547,24072,494802,3833719
2019-11-29,medium,149152,8628,83221,129237,5235,67037,6424,297,3584,1047180,45663,548613,2019,11,29,241001,10305,201509,1641456
2019-11-29,long,1413,4496,190768,613,2252,152677,31,78,4128,4845,12427,635601,2019,11,29,196677,4237,155542,652873
2019-12-06,short,369472,228640,89767,357051,208088,72687,17769,8797,4317,2760737,1382049,659307,2019,12,6,687879,30883,637826,4802093
2019-12-06,medium,121756,6862,69575,104829,4124,55856,5230,236,2989,799202,37752,463633,2019,12,6,198193,8455,164809,1300587
2019-12-06,long,1993,4995,207011,895,2516,166096,45,89,4625,7554,13435,700806,2019,12,6,213999,4759,169507,721795
2019-12-13,short,465744,290771,115983,450360,265087,94262,22403,11189,5579,3438398,1679182,890599,2019,12,13,872498,39171,809709,6008179
2019-12-13,medium,57399,5380,48496,47042,3280,38917,2348,176,1984,359711,27595,306686,2019,12,13,111275,4508,89239,693992
2019-12-13,long,2239,5467,221203,1034,2822,181362,51,100,5081,8301,15287,807738,2019,12,13,228909,5232,185218,831326
2019-12-20,short,547081,286747,113947,534480,258410,91499,26634,11168,5547,4203144,1784794,887074,2019,12,20,947775,43349,884389,6875012
2019-12-20,medium,31717,3966,45392,24734,2385,37020,1235,124,1767,192370,18915,270010,2019,12,20,81075,3126,64139,481295
2019-12-20,long,3063,4862,232684,1449,2437,189121,72,91,5461,11202,14419,886211,2019,12,20,240609,5624,193007,911832
2019-12-27,short,455013,211821,82563,450900,190774,66098,22380,8335,4061,3438654,1308682,612062,2019,12,27,749397,34776,707772,5359398
2019-12-27,medium,42562,6187,54228,33078,3778,43440,1648,192,2100,251564,31436,339571,2019,12,27,102977,3940,80296,622571
2019-12-27,long,3811,5768,239062,1819,2899,191418,91,110,5694,13693,17309,913487,2019,12,27,248641,5895,196136,944489
2019-01-05,short,64958,39925,16296,62977,36422,13291,3139,1543,788,508980,239212,125799,2019,1,5,121179,5470,112690,873991
2019-01-05,medium,55259,6576,68129,43446,3962,54985,2149,205,2649,342436,31326,409411,2019,1,5,129964,5003,102393,783173
2019-01-05,long,3662,4992,224717,1768,2506,181524,88,96,5395,14526,15117,848900,2019,1,5,233371,5579,185798,878543
2019-01-12,short,59074,34811,14651,56873,31370,11849,2843,1340,705,465991,202027,107349,2019,1,12,108536,4888,100092,775367
2019-01-12,medium,71136,8906,88999,56079,5415,72154,2785,279,3484,427415,44953,529313,2019,1,12,169041,6548,133648,1001681
2019-01-12,long,3799,5677,227350,1824,2867,182088,91,109,5448,14362,16808,860846,2019,1,12,236826,5648,186779,892016
2019-01-19,short,72856,41482,15974,70469,37395,12781,3498,1593,767,532671,240652,129612,2019,1,19,130312,5858,120645,902935
2019-01-19,medium,97804,11673,102997,77922,7130,82591,3858,368,4063,587904,60250,623191,2019,1,19,212474,8289,167643,1271345
2019-01-19,long,3546,5531,230877,1686,2781,185049,84,105,5480,13009,16158,836566,2019,1,19,239954,5669,189516,865733
2019-01-26,short,97099,63609,23191,93354,58006,18642,4661,2443,1113,764482,379127,169863,2019,1,26,183899,8217,170002,1313472
2019-01-26,medium,118080,14393,124588,94044,8812,99895,4692,458,4950,746274,68796,747923,2019,1,26,257061,10100,202751,1562993
2019-01-26,long,2802,4847,235755,1310,2426,191749,65,91,5509,10675,13763,845050,2019,1,26,243404,5665,195485,869488
2019-02-02,short,146596,83161,37032,141689,74879,30137,7040,3195,1778,1069812,496528,269832,2019,2,2,266789,12013,246705,1836172
2019-02-02,medium,142694,15488,140875,114456,9412,112815,5706,495,5634,932417,79009,874732,2019,2,2,299057,11835,236683,1886158
2019-02-02,long,2701,6243,238643,1246,3199,192804,62,115,5472,9703,17442,875244,2019,2,2,247587,5649,197249,902389
2019-02-09,short,204404,123688,48411,196701,111783,38911,9821,4754,2326,1524900,714074,376343,2019,2,9,376503,16901,347395,2615317
2019-02-09,medium,161701,16671,155534,130320,10114,124742,6500,536,6252,1054147,87747,948035,2019,2,9,333906,13288,265176,2089929
2019-02-09,long,2381,5621,245075,1071,2816,196784,54,101,5508,8744,16043,836665,2019,2,9,253077,5663,200671,861452
2019-02-16,short,269749,162485,73971,260343,147191,60731,12975,6252,3558,2005610,954507,561797,2019,2,16,506205,22785,468265,3521914
2019-02-16,medium,177312,17957,164730,143186,10891,131807,7157,580,6649,1090366,91062,1108208,2019,2,16,359999,14386,285884,2289636
2019-02-16,long,2264,5897,252353,1008,2960,202577,50,104,5566,7846,16447,835228,2019,2,16,260514,5720,206545,859521
2019-02-23,short,344203,208468,82251,334538,190304,66844,16572,8030,3960,2517678,1211715,606726,2019,2,23,634922,28562,591686,4336119
2019-02-23,medium,189938,17382,169645,154268,10470,135853,7697,564,6875,1274788,86596,1085717,2019,2,23,376965,15136,300591,2447101
2019-02-23,long,1995,6442,262409,869,3247,210239,43,112,5705,6907,18226,920860,2019,2,23,270846,5860,214355,945993
2019-03-02,short,399449,250432,92668,387255,229023,74843,19244,9652,4464,2974754,1534140,709762,2019,3,2,742549,33360,691121,5218656
2019-03-02,medium,197585,16614,168970,161694,9977,135599,8045,541,6880,1221323,83941,1138239,2019,3,2,383169,15466,307270,2443503
2019-03-02,long,2024,7052,277050,876,3569,221864,44,122,5992,7030,19957,950779,2019,3,2,286126,6158,226309,977766
2019-03-09,short,454493,276993,97223,441829,253112,77943,21906,10681,4686,3340861,1701699,713587,2019,3,9,828709,37273,772884,5756147
2019-03-09,medium,199381,17322,164026,164345,10521,131944,8153,567,6707,1246464,93431,1101581,2019,3,9,380729,15427,306810,2441476
2019-03-09,long,2182,6805,295865,947,3406,237304,47,118,6413,7198,18065,968772,2019,3,9,304852,6578,241657,994035
2019-03-16,short,491523,290422,111763,475498,263069,89846,23700,11203,5389,3725348,1749836,812081,2019,3,16,893708,40292,828413,6287265
2019-03-16,medium,189775,16168,166165,155842,9759,134207,7779,530,6811,1181384,81732,1026697,2019,3,16,372108,15120,299808,2289813
2019-03-16,long,2566,7497,315348,1127,3765,252727,56,131,6885,8895,20855,1063370,2019,3,16,325411,7072,257619,1093120
2019-03-23,short,500265,309047,128538,484710,281942,105085,24130,11925,6200,3709190,1818585,989280,2019,3,23,937850,42255,871737,6517055
2019-03-23,medium,185312,15421,158439,152818,9320,128123,7597,506,6495,1149675,75923,1023303,2019,3,23,359172,14598,290261,2248901
2019-03-23,long,3014,7716,336092,1344,3871,270235,67,136,7421,10439,20651,1244604,2019,3,23,346822,7624,275450,1275694
2019-03-30,short,528203,319578,113661,514074,292094,91293,25485,12335,5484,4061279,1891656,909140,2019,3,30,961442,43304,897461,6862075
2019-03-30,medium,168364,15953,159421,137877,9731,129666,6885,522,6519,1054242,79259,981978,2019,3,30,343738,13926,277274,2115479
2019-03-30,long,3121,7745,357412,1401,3895,290192,70,139,8005,10726,20930,1246158,2019,3,30,368278,8214,295488,1277814
2019-04-06,short,540907,307860,115979,524716,278329,92809,26105,11886,5597,3924859,1883014,905905,2019,4,6,964746,43588,895854,6713778
2019-04-06,medium,164110,14234,150457,133885,8555,121421,6672,463,6117,1033756,74939,949997,2019,4,6,328801,13252,263861,2058692
2019-04-06,long,3878,8676,375154,1773,4387,303773,88,158,8536,14258,24681,1347364,2019,4,6,387708,8782,309933,1386303
2019-04-13,short,514346,305847,121309,497091,276991,97871,24844,11819,5860,3738464,1816392,890389,2019,4,13,941502,42523,871953,6445245
2019-04-13,medium,157254,15503,150525,127320,9396,121208,6348,501,6076,993565,75220,911477,2019,4,13,323282,12925,257924,1980262
2019-04-13,long,4491,8293,390086,2089,4165,317032,104,154,9026,15895,24626,1433479,2019,4,13,402870,9284,323286,1474000
2019-04-20,short,476487,297673,106828,460957,271525,85728,23028,11509,5163,3698704,1806645,842006,2019,4,20,880988,39700,818210,6347355
2019-04-20,medium,162744,16559,154697,131210,10033,123934,6532,532,6209,990040,84094,964798,2019,4,20,334000,13273,265177,2038932
2019-04-20,long,5717,9486,397047,2702,4776,318826,135,179,9351,22962,27253,1603379,2019,4,20,412250,9665,326304,1653594
2019-04-27,short,429284,259012,96082,416263,235784,77268,20730,10006,4640,3204212,1579303,720986,2019,4,27,784378,35376,729315,5504501
2019-04-27,medium,173484,17408,166056,140043,10542,133315,6937,557,6640,1094328,86512,1012398,2019,4,27,356948,14134,283900,2193238
2019-04-27,long,7010,10228,398281,3387,5181,318853,168,196,9551,25827,31266,1441997,2019,4,27,415519,9915,327421,1499090
2019-05-04,short,389349,256975,91423,376376,235840,73736,18788,9920,4412,2955431,1557347,679911,2019,5,4,737747,33120,685952,5192689
2019-05-04,medium,172146,20457,196480,137993,12565,160124,6871,653,7843,1035518,104677,1251846,2019,5,4,389083,15367,310682,2392041
2019-05-04,long,7295,9202,396834,3571,4637,320093,178,180,9688,27440,27622,1610909,2019,5,4,413331,10046,328301,1665971
2019-05-11,short,393449,245956,91627,379686,223815,73697,18979,9491,4420,2881832,1517305,663019,2019,5,11,731032,32890,677198,5062156
2019-05-11,medium,197467,21230,211734,157818,12839,170703,7885,678,8454,1221472,105051,1365997,2019,5,11,430431,17017,341360,2692520
2019-05-11,long,8995,9204,387253,4502,4620,310212,223,183,9621,35095,28920,1471190,2019,5,11,405452,10027,319334,1535205
2019-05-18,short,402091,250838,95532,388411,228425,77107,19385,9675,4606,2936305,1490360,701776,2019,5,18,748461,33666,693943,5128441
2019-05-18,medium,218932,24326,236010,175815,14844,191318,8757,778,9440,1393448,124270,1471991,2019,5,18,479268,18975,381977,2989709
2019-05-18,long,9402,8907,373581,4752,4471,299174,237,180,9435,36057,27257,1428595,2019,5,18,391890,9852,308397,1491909
2019-05-25,short,437091,261118,94930,424222,237625,76125,21057,10063,4573,3205983,1776591,705991,2019,5,25,793139,35693,737972,5688565
2019-05-25,medium,250694,25492,253752,201177,15372,203939,10051,818,10174,1555791,130132,1565396,2019,5,25,529938,21043,420488,3251319
2019-05-25,long,9503,8106,355747,4927,4120,290080,244,166,9123,39789,25262,1380098,2019,5,25,373356,9533,299127,1445149
2019-06-01,short,484802,287043,113745,467832,259430,91570,23348,11059,5478,3829551,1726429,864478,2019,6,1,885590,39885,818832,6420458
2019-06-01,medium,276502,27690,273083,222597,16719,219503,11115,890,10978,1669850,134984,1673142,2019,6,1,577275,22983,458819,3477976
2019-06-01,long,10568,8391,331829,5514,4253,266368,275,175,8633,43744,28133,1395800,2019,6,1,350788,9083,276135,1467677
2019-06-08,short,571289,315416,123957,554942,284465,99475,27516,12153,5970,4404153,1840232,923547,2019,6,8,1010662,45639,938882,7167932
2019-06-08,medium,305550,30065,282380,247093,18195,226115,12315,969,11382,1851472,152484,1875781,2019,6,8,617995,24666,491403,3879737
2019-06-08,long,9459,6733,308899,5000,3411,252440,249,142,8145,41436,21383,1240289,2019,6,8,325091,8536,260851,1303108
2019-06-15,short,613117,389557,145164,590956,354782,116858,29539,15015,6994,4745905,2353685,1153463,2019,6,15,1147838,51548,1062596,8253053
2019-06-15,medium,317111,28593,305441,257062,17158,246444,12815,924,12344,1939862,148622,1896069,2019,6,15,651145,26083,520664,3984553
2019-06-15,long,11015,6648,279356,5891,3338,223824,294,142,7451,45540,21376,1148115,2019,6,15,297019,7887,233053,1215031
2019-06-22,short,669941,428411,180701,645777,390512,147867,32286,16517,8708,5337496,2576174,1321394,2019,6,22,1279053,57511,1184156,9235064
2019-06-22,medium,335097,30501,310884,272004,18349,249995,13579,989,12597,2060731,159813,2083808,2019,6,22,676482,27165,540348,4304352
2019-06-22,long,9789,5499,252385,5287,2763,204628,263,118,6784,41208,19555,1075978,2019,6,22,267673,7165,212678,1136741
2019-06-29,short,738733,465084,191998,713737,424094,156747,35605,17933,9254,5703245,2712458,1400596,2019,6,29,1395815,62792,1294578,9816299
2019-06-29,medium,336051,31928,323467,273144,19337,261665,13652,1038,13141,2107599,159702,2079594,2019,6,29,691446,27831,554146,4346895
2019-06-29,long,8576,5516,224318,4624,2815,181883,231,119,6037,37540,17962,976586,2019,6,29,238410,6387,189322,1032088
2019-07-06,short,835133,474184,198141,808537,427725,160258,40260,18287,9552,6366840,2959922,1436263,2019,7,6,1507458,68099,1396520,10763025
2019-07-06,medium,362755,30465,301009,297241,18316,240960,14773,993,12258,2277723,149494,1893667,2019,7,6,694229,28024,556517,4320884
2019-07-06,long,7691,4684,198646,4122,2359,159844,205,100,5295,33267,16011,890249,2019,7,6,211021,5600,166325,939527
2019-07-13,short,889880,512025,203270,862483,463133,163808,42912,19753,9802,6524192,3166712,1478356,2019,7,13,1605175,72467,1489424,11169260
2019-07-13,medium,361113,31541,291568,297192,19139,233626,14748,1030,11907,2332964,158494,1826232,2019,7,13,684222,27685,549957,4317690
2019-07-13,long,5091,4075,178852,2656,2068,145587,133,85,4658,20263,13716,715845,2019,7,13,188018,4876,150311,749824
2019-07-20,short,900651,561472,211126,869339,510866,169990,43446,21667,10184,6739134,3493662,1531436,2019,7,20,1673249,75297,1550195,11764232
2019-07-20,medium,325386,27985,309186,267458,16928,252525,13335,918,12672,2005459,143308,1963022,2019,7,20,662557,26925,536911,4111789
2019-07-20,long,3556,3307,164445,1795,1654,134058,89,66,4126,13823,10724,635356,2019,7,20,171308,4281,137507,659903
2019-07-27,short,950974,527778,225897,928669,478827,184319,45882,20371,10899,7004360,3210719,1697850,2019,7,27,1704649,77152,1591815,11912929
2019-07-27,medium,315958,27476,286480,260741,16709,233538,13000,904,11787,2183516,139174,1855845,2019,7,27,629914,25691,510988,4178535
2019-07-27,long,2406,3679,155460,1152,1857,125308,57,70,3714,8786,11521,586167,2019,7,27,161545,3841,128317,606474
2019-08-03,short,912994,556093,241625,884414,506314,198227,44057,21468,11660,7021183,3331025,1754057,2019,8,3,1710712,77185,1588955,12106265
2019-08-03,medium,323783,25695,238423,269149,15561,190754,13369,849,9845,2010310,127836,1570025,2019,8,3,587901,24063,475464,3708171
2019-08-03,long,1678,3321,148982,775,1670,120543,39,61,3424,5983,9533,581745,2019,8,3,153981,3524,122988,597261
2019-08-10,short,918326,529349,247375,886696,477104,202735,44324,20440,11940,6867302,3089024,1831247,2019,8,10,1695050,76704,1566535,11787573
2019-08-10,medium,285087,21517,230518,236542,12925,186252,11809,713,9549,1902914,112277,1541023,2019,8,10,537122,22071,435719,3556214
2019-08-10,long,1804,3184,135004,842,1595,108009,42,59,3135,6763,9388,477728,2019,8,10,139992,3236,110446,493879
2019-08-17,short,901268,546888,207193,872361,497303,166881,43511,21122,10003,6599018,3195521,1518655,2019,8,17,1655349,74636,1536545,11313194
2019-08-17,medium,258859,18961,201421,216340,11430,163139,10747,630,8362,1855655,100803,1272659,2019,8,17,479241,19739,390909,3229117
2019-08-17,long,1725,2860,124701,821,1449,101292,41,54,2944,6417,8157,478516,2019,8,17,129286,3039,103562,493090
2019-08-24,short,884586,501370,201294,857598,452772,162185,42722,19371,9722,6540917,3093269,1582104,2019,8,24,1587250,71815,1472555,11216290
2019-08-24,medium,230173,17817,169975,192363,10814,136771,9567,592,7065,1577781,94716,1108428,2019,8,24,417965,17224,339948,2780925
2019-08-24,long,2004,2791,115891,967,1403,92849,48,54,2792,7228,8831,423665,2019,8,24,120686,2894,95219,439724
2019-08-31,short,835914,456607,189190,813206,411864,152855,40395,17652,9142,6508795,2737566,1400249,2019,8,31,1481711,67189,1377925,10646610
2019-08-31,medium,195788,15061,148726,163426,9123,119949,8145,501,6187,1239274,76929,930271,2019,8,31,359575,14833,292498,2246474
2019-08-31,long,2153,2533,110860,1063,1276,89571,53,50,2730,8308,7885,442127,2019,8,31,115546,2833,91910,458320
2019-09-07,short,704789,472449,151142,684672,436581,121122,34073,18272,7307,5513186,2822666,1202867,2019,9,7,1328380,59652,1242375,9538719
2019-09-07,medium,168736,11898,127407,141125,7143,102882,7027,396,5306,1089272,62845,843123,2019,9,7,308041,12729,251150,1995240
2019-09-07,long,2636,2762,108657,1329,1400,87173,66,56,2730,10819,8960,433541,2019,9,7,114055,2852,89902,453320
